consensus_ontology	consensus_annotation	ensembl_gene_id	gene_symbol	number_of_tissues	celltype_total_tissues	percent_tissues	gene_observed_count
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000168685	IL7R	2	6	33.33	9
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000165272	AQP3	1	6	16.67	5
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000271503	CCL5	1	6	16.67	4
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000126353	CCR7	1	6	16.67	9
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000139193	CD27	1	6	16.67	11
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000004468	CD38	1	6	16.67	10
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000167286	CD3D	1	6	16.67	9
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000186810	CXCR3	1	6	16.67	4
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000121966	CXCR4	1	6	16.67	7
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000172215	CXCR6	1	6	16.67	3
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000158050	DUSP2	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000137441	FGFBP2	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000115523	GNLY	1	6	16.67	4
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000169508	GPR183	1	6	16.67	3
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000100450	GZMH	1	6	16.67	3
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000139187	KLRG1	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000138795	LEF1	1	6	16.67	5
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000227507	LTB	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000197747	S100A10	1	6	16.67	1
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000182568	SATB1	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000188404	SELL	1	6	16.67	5
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000081059	TCF7	1	6	16.67	3
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000227191	TRGC2	1	6	16.67	2
CL:0000909	CD8-positive, alpha-beta memory T cell	ENSG00000176083	ZNF683	1	6	16.67	1
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000198851	CD3E	4	7	57.14	7
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000010610	CD4	4	7	57.14	14
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000168685	IL7R	4	7	57.14	9
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000110848	CD69	3	7	42.86	6
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000165272	AQP3	2	7	28.57	5
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000139193	CD27	2	7	28.57	11
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000135046	ANXA1	1	7	14.29	3
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000112486	CCR6	1	7	14.29	3
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000126353	CCR7	1	7	14.29	9
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000178562	CD28	1	7	14.29	5
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000004468	CD38	1	7	14.29	10
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000167286	CD3D	1	7	14.29	9
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000173762	CD7	1	7	14.29	2
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000153563	CD8A	1	7	14.29	9
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000103187	COTL1	1	7	14.29	2
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000160683	CXCR5	1	7	14.29	3
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000197635	DPP4	1	7	14.29	2
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000026103	FAS	1	7	14.29	2
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000169508	GPR183	1	7	14.29	3
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000113088	GZMK	1	7	14.29	4
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000134460	IL2RA	1	7	14.29	7
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000111796	KLRB1	1	7	14.29	4
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000111716	LDHB	1	7	14.29	1
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000196154	S100A4	1	7	14.29	3
CL:0000897	CD4-positive, alpha-beta memory T cell	ENSG00000170989	S1PR1	1	7	14.29	1
CL:0002038	T follicular helper cell	ENSG00000160683	CXCR5	16	19	84.21	3
CL:0002038	T follicular helper cell	ENSG00000188389	PDCD1	13	19	68.42	3
CL:0002038	T follicular helper cell	ENSG00000113916	BCL6	10	19	52.63	1
CL:0002038	T follicular helper cell	ENSG00000163600	ICOS	10	19	52.63	2
CL:0002038	T follicular helper cell	ENSG00000156234	CXCL13	9	19	47.37	1
CL:0002038	T follicular helper cell	ENSG00000010610	CD4	6	19	31.58	14
CL:0002038	T follicular helper cell	ENSG00000186810	CXCR3	4	19	21.05	4
CL:0002038	T follicular helper cell	ENSG00000112486	CCR6	3	19	15.79	3
CL:0002038	T follicular helper cell	ENSG00000102245	CD40LG	3	19	15.79	2
CL:0002038	T follicular helper cell	ENSG00000138684	IL21	3	19	15.79	1
CL:0002038	T follicular helper cell	ENSG00000178573	MAF	3	19	15.79	4
CL:0002038	T follicular helper cell	ENSG00000196549	MME	3	19	15.79	6
CL:0000492	CD4-positive helper T cell	ENSG00000010610	CD4	1	1	100	14
CL:0000492	CD4-positive helper T cell	ENSG00000081237	PTPRC	1	1	100	18
CL:0000911	effector T cell	ENSG00000139193	CD27	3	13	23.08	11
CL:0000911	effector T cell	ENSG00000188389	PDCD1	3	13	23.08	3
CL:0000911	effector T cell	ENSG00000160791	CCR5	2	13	15.38	2
CL:0000911	effector T cell	ENSG00000010610	CD4	2	13	15.38	14
CL:0000911	effector T cell	ENSG00000153563	CD8A	2	13	15.38	9
CL:0000911	effector T cell	ENSG00000113088	GZMK	2	13	15.38	4
CL:0000911	effector T cell	ENSG00000134460	IL2RA	2	13	15.38	7
CL:0000911	effector T cell	ENSG00000139187	KLRG1	2	13	15.38	2
CL:0000911	effector T cell	ENSG00000105374	NKG7	2	13	15.38	3
CL:0000911	effector T cell	ENSG00000073861	TBX21	2	13	15.38	2
CL:0000911	effector T cell	ENSG00000049249	TNFRSF9	2	13	15.38	2
CL:0001065	innate lymphoid cell	ENSG00000168685	IL7R	7	16	43.75	9
CL:0001065	innate lymphoid cell	ENSG00000149294	NCAM1	6	16	37.5	5
CL:0001065	innate lymphoid cell	ENSG00000111796	KLRB1	4	16	25	4
CL:0001065	innate lymphoid cell	ENSG00000189430	NCR1	4	16	25	3
CL:0001065	innate lymphoid cell	ENSG00000213949	ITGA1	3	16	18.75	3
CL:0001065	innate lymphoid cell	ENSG00000083457	ITGAE	3	16	18.75	3
CL:0001065	innate lymphoid cell	ENSG00000134539	KLRD1	3	16	18.75	3
CL:0001065	innate lymphoid cell	ENSG00000096264	NCR2	3	16	18.75	1
CL:0001065	innate lymphoid cell	ENSG00000081237	PTPRC	3	16	18.75	18
CL:0001065	innate lymphoid cell	ENSG00000112486	CCR6	2	16	12.5	3
CL:0001065	innate lymphoid cell	ENSG00000177455	CD19	2	16	12.5	8
CL:0001065	innate lymphoid cell	ENSG00000010610	CD4	2	16	12.5	14
CL:0001065	innate lymphoid cell	ENSG00000153563	CD8A	2	16	12.5	9
CL:0001065	innate lymphoid cell	ENSG00000186810	CXCR3	2	16	12.5	4
CL:0001065	innate lymphoid cell	ENSG00000172215	CXCR6	2	16	12.5	3
CL:0001065	innate lymphoid cell	ENSG00000107485	GATA3	2	16	12.5	2
CL:0001065	innate lymphoid cell	ENSG00000115738	ID2	2	16	12.5	4
CL:0001065	innate lymphoid cell	ENSG00000157404	KIT	2	16	12.5	6
CL:0001065	innate lymphoid cell	ENSG00000183134	PTGDR2	2	16	12.5	3
CL:0000451	dendritic cell	ENSG00000158481	CD1C	22	43	51.16	3
CL:0000451	dendritic cell	ENSG00000112149	CD83	11	43	25.58	2
CL:0000451	dendritic cell	ENSG00000132514	CLEC10A	11	43	25.58	3
CL:0000451	dendritic cell	ENSG00000204287	HLA-DRA	11	43	25.58	4
CL:0000451	dendritic cell	ENSG00000114013	CD86	10	43	23.26	4
CL:0000451	dendritic cell	ENSG00000197992	CLEC9A	10	43	23.26	3
CL:0000451	dendritic cell	ENSG00000179639	FCER1A	9	43	20.93	3
CL:0000451	dendritic cell	ENSG00000140678	ITGAX	9	43	20.93	2
CL:0000451	dendritic cell	ENSG00000178726	THBD	9	43	20.93	3
CL:0000451	dendritic cell	ENSG00000090659	CD209	8	43	18.6	2
CL:0000451	dendritic cell	ENSG00000121594	CD80	8	43	18.6	2
CL:0000451	dendritic cell	ENSG00000185291	IL3RA	8	43	18.6	4
CL:0000784	plasmacytoid dendritic cell	ENSG00000185291	IL3RA	19	32	59.38	4
CL:0000784	plasmacytoid dendritic cell	ENSG00000239961	LILRA4	15	32	46.88	1
CL:0000784	plasmacytoid dendritic cell	ENSG00000198178	CLEC4C	14	32	43.75	1
CL:0000784	plasmacytoid dendritic cell	ENSG00000132465	JCHAIN	9	32	28.12	3
CL:0000784	plasmacytoid dendritic cell	ENSG00000196628	TCF4	9	32	28.12	1
CL:0000784	plasmacytoid dendritic cell	ENSG00000100453	GZMB	7	32	21.88	4
CL:0000784	plasmacytoid dendritic cell	ENSG00000185507	IRF7	7	32	21.88	1
CL:0000784	plasmacytoid dendritic cell	ENSG00000140968	IRF8	7	32	21.88	2
CL:0000784	plasmacytoid dendritic cell	ENSG00000119866	BCL11A	6	32	18.75	1
CL:0000784	plasmacytoid dendritic cell	ENSG00000099250	NRP1	6	32	18.75	1
CL:0000990	conventional dendritic cell	ENSG00000197992	CLEC9A	3	7	42.86	3
CL:0000990	conventional dendritic cell	ENSG00000126353	CCR7	2	7	28.57	9
CL:0000990	conventional dendritic cell	ENSG00000179639	FCER1A	2	7	28.57	3
CL:0000990	conventional dendritic cell	ENSG00000178726	THBD	2	7	28.57	3
CL:0000990	conventional dendritic cell	ENSG00000172724	CCL19	1	7	14.29	1
CL:0000990	conventional dendritic cell	ENSG00000102962	CCL22	1	7	14.29	1
CL:0000990	conventional dendritic cell	ENSG00000170458	CD14	1	7	14.29	11
CL:0000990	conventional dendritic cell	ENSG00000158481	CD1C	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000158488	CD1E	1	7	14.29	1
CL:0000990	conventional dendritic cell	ENSG00000116031	CD207	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000105383	CD33	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000101017	CD40	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000132514	CLEC10A	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000172243	CLEC7A	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000105246	EBI3	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000122025	FLT3	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000223865	HLA-DPB1	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000196735	HLA-DQA1	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000115738	ID2	1	7	14.29	4
CL:0000990	conventional dendritic cell	ENSG00000078081	LAMP3	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000054219	LY75	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000260314	MRC1	1	7	14.29	4
CL:0000990	conventional dendritic cell	ENSG00000197646	PDCD1LG2	1	7	14.29	1
CL:0000990	conventional dendritic cell	ENSG00000111371	SLC38A1	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000137462	TLR2	1	7	14.29	2
CL:0000990	conventional dendritic cell	ENSG00000136869	TLR4	1	7	14.29	3
CL:0000990	conventional dendritic cell	ENSG00000239732	TLR9	1	7	14.29	1
CL:0000990	conventional dendritic cell	ENSG00000173578	XCR1	1	7	14.29	2
CL:0000453	Langerhans cell	ENSG00000116031	CD207	5	6	83.33	2
CL:0000453	Langerhans cell	ENSG00000158477	CD1A	4	6	66.67	1
CL:0000453	Langerhans cell	ENSG00000179639	FCER1A	1	6	16.67	3
CL:0000453	Langerhans cell	ENSG00000160307	S100B	1	6	16.67	3
CL:0000453	Langerhans cell	ENSG00000184292	TACSTD2	1	6	16.67	2
CL:0000235	macrophage	ENSG00000129226	CD68	53	90	58.89	9
CL:0000235	macrophage	ENSG00000170458	CD14	38	90	42.22	11
CL:0000235	macrophage	ENSG00000177575	CD163	36	90	40	3
CL:0000235	macrophage	ENSG00000260314	MRC1	19	90	21.11	4
CL:0000235	macrophage	ENSG00000203747	FCGR3A	18	90	20	7
CL:0000235	macrophage	ENSG00000182578	CSF1R	15	90	16.67	3
CL:0000235	macrophage	ENSG00000150337	FCGR1A	14	90	15.56	4
CL:0000235	macrophage	ENSG00000019169	MARCO	14	90	15.56	2
CL:0000235	macrophage	ENSG00000204472	AIF1	12	90	13.33	3
CL:0000235	macrophage	ENSG00000173372	C1QA	12	90	13.33	4
CL:0000864	tissue-resident macrophage	ENSG00000129226	CD68	2	2	100	9
CL:0000864	tissue-resident macrophage	ENSG00000170458	CD14	1	2	50	11
CL:0000864	tissue-resident macrophage	ENSG00000081237	PTPRC	1	2	50	18
CL:0000583	alveolar macrophage	ENSG00000130208	APOC1	2	3	66.67	1
CL:0000583	alveolar macrophage	ENSG00000129226	CD68	2	3	66.67	9
CL:0000583	alveolar macrophage	ENSG00000170323	FABP4	2	3	66.67	2
CL:0000583	alveolar macrophage	ENSG00000019169	MARCO	2	3	66.67	2
CL:0000583	alveolar macrophage	ENSG00000038945	MSR1	2	3	66.67	1
CL:0000583	alveolar macrophage	ENSG00000132965	ALOX5AP	1	3	33.33	1
CL:0000583	alveolar macrophage	ENSG00000130203	APOE	1	3	33.33	6
CL:0000583	alveolar macrophage	ENSG00000173372	C1QA	1	3	33.33	4
CL:0000583	alveolar macrophage	ENSG00000173369	C1QB	1	3	33.33	2
CL:0000583	alveolar macrophage	ENSG00000165140	FBP1	1	3	33.33	1
CL:0000583	alveolar macrophage	ENSG00000136235	GPNMB	1	3	33.33	1
CL:0000583	alveolar macrophage	ENSG00000122641	INHBA	1	3	33.33	2
CL:0000583	alveolar macrophage	ENSG00000090382	LYZ	1	3	33.33	5
CL:0000583	alveolar macrophage	ENSG00000183019	MCEMP1	1	3	33.33	1
CL:0000583	alveolar macrophage	ENSG00000088827	SIGLEC1	1	3	33.33	2
CL:0000091	Kupffer cell	ENSG00000177575	CD163	2	2	100	3
CL:0000091	Kupffer cell	ENSG00000129226	CD68	2	2	100	9
CL:0000091	Kupffer cell	ENSG00000173372	C1QA	1	2	50	4
CL:0000091	Kupffer cell	ENSG00000170458	CD14	1	2	50	11
CL:0000091	Kupffer cell	ENSG00000152672	CLEC4F	1	2	50	1
CL:0000091	Kupffer cell	ENSG00000143226	FCGR2A	1	2	50	2
CL:0000091	Kupffer cell	ENSG00000160255	ITGB2	1	2	50	2
CL:0000091	Kupffer cell	ENSG00000155659	VSIG4	1	2	50	1
CL:0000863	inflammatory macrophage	ENSG00000114013	CD86	9	28	32.14	4
CL:0000863	inflammatory macrophage	ENSG00000129226	CD68	7	28	25	9
CL:0000863	inflammatory macrophage	ENSG00000121594	CD80	6	28	21.43	2
CL:0000863	inflammatory macrophage	ENSG00000271503	CCL5	5	28	17.86	4
CL:0000863	inflammatory macrophage	ENSG00000101017	CD40	5	28	17.86	3
CL:0000863	inflammatory macrophage	ENSG00000125538	IL1B	5	28	17.86	4
CL:0000863	inflammatory macrophage	ENSG00000136869	TLR4	5	28	17.86	3
CL:0000863	inflammatory macrophage	ENSG00000126353	CCR7	4	28	14.29	9
CL:0000863	inflammatory macrophage	ENSG00000169245	CXCL10	4	28	14.29	2
CL:0000863	inflammatory macrophage	ENSG00000138755	CXCL9	4	28	14.29	2
CL:0000863	inflammatory macrophage	ENSG00000150337	FCGR1A	4	28	14.29	4
CL:0000863	inflammatory macrophage	ENSG00000128604	IRF5	4	28	14.29	1
CL:0000863	inflammatory macrophage	ENSG00000007171	NOS2	4	28	14.29	3
CL:0000863	inflammatory macrophage	ENSG00000232810	TNF	4	28	14.29	2
CL:0000129	microglial cell	ENSG00000168329	CX3CR1	11	21	52.38	2
CL:0000129	microglial cell	ENSG00000169313	P2RY12	9	21	42.86	1
CL:0000129	microglial cell	ENSG00000183160	TMEM119	9	21	42.86	1
CL:0000129	microglial cell	ENSG00000204472	AIF1	8	21	38.1	3
CL:0000129	microglial cell	ENSG00000095970	TREM2	7	21	33.33	1
CL:0000129	microglial cell	ENSG00000019582	CD74	6	21	28.57	4
CL:0000129	microglial cell	ENSG00000118785	SPP1	6	21	28.57	2
CL:0000129	microglial cell	ENSG00000130203	APOE	5	21	23.81	6
CL:0000129	microglial cell	ENSG00000129226	CD68	5	21	23.81	9
CL:0000129	microglial cell	ENSG00000081237	PTPRC	5	21	23.81	18
CL:0000129	microglial cell	ENSG00000011600	TYROBP	5	21	23.81	2
CL:0000576	monocyte	ENSG00000170458	CD14	35	53	66.04	11
CL:0000576	monocyte	ENSG00000203747	FCGR3A	19	53	35.85	7
CL:0000576	monocyte	ENSG00000143546	S100A8	19	53	35.85	2
CL:0000576	monocyte	ENSG00000085265	FCN1	17	53	32.08	1
CL:0000576	monocyte	ENSG00000090382	LYZ	14	53	26.42	5
CL:0000576	monocyte	ENSG00000129226	CD68	13	53	24.53	9
CL:0000576	monocyte	ENSG00000038427	VCAN	13	53	24.53	2
CL:0000576	monocyte	ENSG00000163220	S100A9	12	53	22.64	2
CL:0000576	monocyte	ENSG00000150337	FCGR1A	9	53	16.98	4
CL:0000576	monocyte	ENSG00000163221	S100A12	9	53	16.98	2
CL:0000094	granulocyte	ENSG00000124469	CEACAM8	5	13	38.46	2
CL:0000094	granulocyte	ENSG00000196371	FUT4	5	13	38.46	4
CL:0000094	granulocyte	ENSG00000105383	CD33	3	13	23.08	3
CL:0000094	granulocyte	ENSG00000172232	AZU1	2	13	15.38	1
CL:0000094	granulocyte	ENSG00000170458	CD14	2	13	15.38	11
CL:0000094	granulocyte	ENSG00000203747	FCGR3A	2	13	15.38	7
CL:0000094	granulocyte	ENSG00000005381	MPO	2	13	15.38	2
CL:0000094	granulocyte	ENSG00000196415	PRTN3	2	13	15.38	1
CL:0000094	granulocyte	ENSG00000163221	S100A12	2	13	15.38	2
CL:0000094	granulocyte	ENSG00000143546	S100A8	2	13	15.38	2
CL:0000775	neutrophil	ENSG00000203747	FCGR3A	16	38	42.11	7
CL:0000775	neutrophil	ENSG00000162747	FCGR3B	13	38	34.21	2
CL:0000775	neutrophil	ENSG00000196371	FUT4	13	38	34.21	4
CL:0000775	neutrophil	ENSG00000124469	CEACAM8	12	38	31.58	2
CL:0000775	neutrophil	ENSG00000119535	CSF3R	11	38	28.95	2
CL:0000775	neutrophil	ENSG00000005381	MPO	8	38	21.05	2
CL:0000775	neutrophil	ENSG00000163464	CXCR1	7	38	18.42	1
CL:0000775	neutrophil	ENSG00000180871	CXCR2	7	38	18.42	1
CL:0000775	neutrophil	ENSG00000196549	MME	7	38	18.42	6
CL:0000775	neutrophil	ENSG00000163220	S100A9	7	38	18.42	2
CL:0000113	mononuclear phagocyte	ENSG00000090382	LYZ	2	2	100	5
CL:0000113	mononuclear phagocyte	ENSG00000158481	CD1C	1	2	50	3
CL:0000113	mononuclear phagocyte	ENSG00000019582	CD74	1	2	50	4
CL:0000113	mononuclear phagocyte	ENSG00000164733	CTSB	1	2	50	1
CL:0000113	mononuclear phagocyte	ENSG00000103811	CTSH	1	2	50	1
CL:0000113	mononuclear phagocyte	ENSG00000135047	CTSL	1	2	50	2
CL:0000113	mononuclear phagocyte	ENSG00000163131	CTSS	1	2	50	1
CL:0000113	mononuclear phagocyte	ENSG00000101160	CTSZ	1	2	50	2
CL:0000113	mononuclear phagocyte	ENSG00000087086	FTL	1	2	50	2
CL:0000113	mononuclear phagocyte	ENSG00000204287	HLA-DRA	1	2	50	4
CL:0000113	mononuclear phagocyte	ENSG00000196126	HLA-DRB1	1	2	50	2
CL:0000113	mononuclear phagocyte	ENSG00000100097	LGALS1	1	2	50	2
CL:0000764	erythroid lineage cell	ENSG00000169877	AHSP	1	1	100	2
CL:0000764	erythroid lineage cell	ENSG00000158578	ALAS2	1	1	100	3
CL:0000764	erythroid lineage cell	ENSG00000133742	CA1	1	1	100	3
CL:0000764	erythroid lineage cell	ENSG00000206172	HBA1	1	1	100	2
CL:0000764	erythroid lineage cell	ENSG00000188536	HBA2	1	1	100	2
CL:0000764	erythroid lineage cell	ENSG00000244734	HBB	1	1	100	2
CL:0000764	erythroid lineage cell	ENSG00000223609	HBD	1	1	100	3
CL:0000764	erythroid lineage cell	ENSG00000206177	HBM	1	1	100	2
CL:0000764	erythroid lineage cell	ENSG00000147454	SLC25A37	1	1	100	3
CL:0000764	erythroid lineage cell	ENSG00000004939	SLC4A1	1	1	100	2
CL:0000556	megakaryocyte	ENSG00000163737	PF4	10	13	76.92	2
CL:0000556	megakaryocyte	ENSG00000005961	ITGA2B	9	13	69.23	4
CL:0000556	megakaryocyte	ENSG00000163736	PPBP	8	13	61.54	2
CL:0000556	megakaryocyte	ENSG00000259207	ITGB3	4	13	30.77	2
CL:0000556	megakaryocyte	ENSG00000101335	MYL9	4	13	30.77	4
CL:0000556	megakaryocyte	ENSG00000169704	GP9	3	13	23.08	2
CL:0000556	megakaryocyte	ENSG00000154146	NRGN	3	13	23.08	1
CL:0000556	megakaryocyte	ENSG00000101162	TUBB1	3	13	23.08	1
CL:0000556	megakaryocyte	ENSG00000168497	CAVIN2	2	13	15.38	1
CL:0000556	megakaryocyte	ENSG00000174059	CD34	2	13	15.38	17
CL:0000556	megakaryocyte	ENSG00000010278	CD9	2	13	15.38	5
CL:0000556	megakaryocyte	ENSG00000127920	GNG11	2	13	15.38	1
CL:0000556	megakaryocyte	ENSG00000174175	SELP	2	13	15.38	2
CL:0000556	megakaryocyte	ENSG00000113140	SPARC	2	13	15.38	1
CL:0000771	eosinophil	ENSG00000183625	CCR3	4	12	33.33	1
CL:0000771	eosinophil	ENSG00000174837	ADGRE1	3	12	25	1
CL:0000771	eosinophil	ENSG00000010278	CD9	3	12	25	5
CL:0000771	eosinophil	ENSG00000196371	FUT4	3	12	25	4
CL:0000771	eosinophil	ENSG00000185291	IL3RA	3	12	25	4
CL:0000771	eosinophil	ENSG00000091181	IL5RA	3	12	25	2
CL:0000771	eosinophil	ENSG00000105366	SIGLEC8	3	12	25	1
CL:0000771	eosinophil	ENSG00000110848	CD69	2	12	16.67	6
CL:0000771	eosinophil	ENSG00000105205	CLC	2	12	16.67	1
CL:0000771	eosinophil	ENSG00000198223	CSF2RA	2	12	16.67	1
CL:0000771	eosinophil	ENSG00000130427	EPO	2	12	16.67	1
CL:0000771	eosinophil	ENSG00000160712	IL6R	2	12	16.67	1
CL:0000771	eosinophil	ENSG00000183134	PTGDR2	2	12	16.67	3
CL:0000771	eosinophil	ENSG00000081237	PTPRC	2	12	16.67	18
CL:0000233	platelet	ENSG00000005961	ITGA2B	5	7	71.43	4
CL:0000233	platelet	ENSG00000169704	GP9	4	7	57.14	2
CL:0000233	platelet	ENSG00000261371	PECAM1	3	7	42.86	10
CL:0000233	platelet	ENSG00000163737	PF4	3	7	42.86	2
CL:0000233	platelet	ENSG00000172270	BSG	2	7	28.57	1
CL:0000233	platelet	ENSG00000177697	CD151	2	7	28.57	2
CL:0000233	platelet	ENSG00000150637	CD226	2	7	28.57	1
CL:0000233	platelet	ENSG00000135218	CD36	2	7	28.57	3
CL:0000233	platelet	ENSG00000135404	CD63	2	7	28.57	1
CL:0000233	platelet	ENSG00000066294	CD84	2	7	28.57	2
CL:0000233	platelet	ENSG00000010278	CD9	2	7	28.57	5
CL:0000233	platelet	ENSG00000070729	CNGB1	2	7	28.57	1
CL:0000233	platelet	ENSG00000091409	ITGA6	2	7	28.57	5
CL:0000233	platelet	ENSG00000138448	ITGAV	2	7	28.57	1
CL:0000233	platelet	ENSG00000259207	ITGB3	2	7	28.57	2
CL:0000233	platelet	ENSG00000005893	LAMP2	2	7	28.57	1
CL:0000233	platelet	ENSG00000163736	PPBP	2	7	28.57	2
CL:0000233	platelet	ENSG00000174175	SELP	2	7	28.57	2
CL:0000232	erythrocyte	ENSG00000244734	HBB	11	19	57.89	2
CL:0000232	erythrocyte	ENSG00000206172	HBA1	10	19	52.63	2
CL:0000232	erythrocyte	ENSG00000170180	GYPA	7	19	36.84	2
CL:0000232	erythrocyte	ENSG00000188536	HBA2	6	19	31.58	2
CL:0000232	erythrocyte	ENSG00000213934	HBG1	5	19	26.32	1
CL:0000232	erythrocyte	ENSG00000072274	TFRC	5	19	26.32	4
CL:0000232	erythrocyte	ENSG00000158578	ALAS2	3	19	15.79	3
CL:0000232	erythrocyte	ENSG00000223609	HBD	2	19	10.53	3
CL:0000232	erythrocyte	ENSG00000206177	HBM	2	19	10.53	2
CL:0000232	erythrocyte	ENSG00000136929	HEMGN	2	19	10.53	1
CL:0000232	erythrocyte	ENSG00000081237	PTPRC	2	19	10.53	18
CL:0000097	mast cell	ENSG00000172236	TPSAB1	24	40	60	2
CL:0000097	mast cell	ENSG00000157404	KIT	21	40	52.5	6
CL:0000097	mast cell	ENSG00000163751	CPA3	17	40	42.5	1
CL:0000097	mast cell	ENSG00000197253	TPSB2	13	40	32.5	1
CL:0000097	mast cell	ENSG00000149534	MS4A2	9	40	22.5	1
CL:0000097	mast cell	ENSG00000140287	HDC	7	40	17.5	2
CL:0000097	mast cell	ENSG00000120885	CLU	4	40	10	3
CL:0000097	mast cell	ENSG00000092009	CMA1	4	40	10	1
CL:0000097	mast cell	ENSG00000100448	CTSG	4	40	10	1
